date;vehicule;immatriculation;checkpoint;date_depart;date_arrivee;duree
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;105486_SOREPCO YASSA;13:21:01;13:29:27;00:08:26
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;101411 LUCIE DISTRIBUTION SARL;13:29:27;13:43:38;00:14:11
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;EDEA;15:04:16;15:13:14;00:08:58
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;EDEA N;15:05:15;15:14:06;00:08:51
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;101760_BATI-SERVICE;19:02:37;19:04:02;00:01:25
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;105706_COLOR CERAMICA KRIBI;19:02:37;19:04:02;00:01:25
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;105705_BATI SERVICE KRIBI;19:02:37;19:04:02;00:01:25
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;EDEA N;22:33:42;23:00:54;00:27:12
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;EDEA;22:33:42;22:39:54;00:06:12
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;EDEA;22:43:54;22:44:54;00:01:00
22/07/2023;LTTR 940 AQ-MERCEDES ACTROS-PSL;LTTR940AQ;Pouma;23:51:02;23:54:38;00:03:36
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;101760_BATI-SERVICE;00:27:10;00:28:36;00:01:26
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;105706_COLOR CERAMICA KRIBI;00:27:10;00:28:36;00:01:26
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;105705_BATI SERVICE KRIBI;00:27:10;00:28:36;00:01:26
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;105901_CIMPOR KRIBI;00:27:19;00:27:30;00:00:11
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;103244_CHEC PROJETS KRIBI lot 2;01:19:54;01:20:04;00:00:10
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;EDEA N;08:55:11;09:58:29;01:03:18
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;EDEA;08:55:15;08:59:15;00:04:00
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;Pouma;10:55:15;11:00:07;00:04:52
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;Boumnyebel;13:13:04;13:16:04;00:03:00
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;14:54:04;14:58:04;00:04:00
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;14:54:04;14:58:04;00:04:00
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;Mbankomo;15:05:34;15:19:03;00:13:29
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;101769_EGESCO;15:31:18;15:33:35;00:02:17
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;100003_USINE DE NOMAYOS;17:01:30;21:13:14;04:11:44
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;101769_EGESCO;21:22:14;21:23:07;00:00:53
22/07/2023;LTTR 942 AQ-MERCEDES 1941-PSL;LTTR942AQ;23-juil-23;YAOUNDE;21:28:31;05:38:19
