groupe_vehicule,checkpoint,date,lieu_depart,lieu_arrive,nom_vehicule,duree
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 877 AQ-MERCEDES 1941-PSL,00:50:13
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 879 AQ -MERCEDES 1844-PSL,03:53:53
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 909 AR-ACTROS 1941-PSL,00:00:00
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 910 AR-ACTROS 1846-PSL,00:00:00
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 913 AR-ACTROS 1941-PSL,07:25:30
PSL,2023-07-19,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 940 AQ-MERCEDES ACTROS-PSL,01:05:37
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 055 AR-MERCEDES 1941-PSL,00:13:21
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 056 AS MERCEDES (PSL),00:10:19
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 057 AR - MERCEDES ACTROS- PSL,00:04:56
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 058 AR-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 060 AS MERCEDES (PSL),00:09:46
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 061 AS MERCEDES (PSL),00:06:37
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 300 AO-ACTROS 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 307 AO-MERCEDES 1841-PSL,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 313 AS - SOMAFILS,00:02:38
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 329 AR-MERCEDES-CIMENCAM(PSL),00:11:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 331 AR-MERCEDES 1841-PSL,00:30:21
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 447 AQ-MERCEDES 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 476 AQ-ACTROS 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 480 AQ-MERCEDES 1941-CIMENCAM(PSL),00:09:07
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 482 AQ-ACTROS 1836-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 685 AP-ACTROS 1844-CIMENCAM(PSL),00:08:31
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 703 AQ-MERCEDES 1941-PSL,02:15:06
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 704 AQ-MERCEDES 1941-PSL,00:20:45
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 705 AQ-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 710 AQ-ACTROS 1941-PSL(CIMENCAM),00:09:51
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 711 AQ-MERCEDES 1941-PSL,00:08:01
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 816 AS-MERCEDES 3344-PSL,00:10:13
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 877 AQ-MERCEDES 1941-PSL,00:05:09
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 879 AQ -MERCEDES 1844-PSL,00:09:24
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 909 AR-ACTROS 1941-PSL,00:06:59
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 910 AR-ACTROS 1846-PSL,00:16:04
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 913 AR-ACTROS 1941-PSL,00:12:42
PSL,2023-07-19,checkpoint 1,KRIBI,EDEA,LTTR 940 AQ-MERCEDES ACTROS-PSL,00:37:34
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 055 AR-MERCEDES 1941-PSL,00:38:44
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 056 AS MERCEDES (PSL),03:02:51
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 057 AR - MERCEDES ACTROS- PSL,00:52:44
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 058 AR-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 060 AS MERCEDES (PSL),02:24:43
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 061 AS MERCEDES (PSL),02:46:50
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 300 AO-ACTROS 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 307 AO-MERCEDES 1841-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 313 AS - SOMAFILS,00:59:51
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 329 AR-MERCEDES-CIMENCAM(PSL),00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 331 AR-MERCEDES 1841-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 447 AQ-MERCEDES 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 476 AQ-ACTROS 1841-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 480 AQ-MERCEDES 1941-CIMENCAM(PSL),00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 685 AP-ACTROS 1844-CIMENCAM(PSL),00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 703 AQ-MERCEDES 1941-PSL,03:24:44
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 704 AQ-MERCEDES 1941-PSL,04:40:07
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 705 AQ-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 710 AQ-ACTROS 1941-PSL(CIMENCAM),05:09:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 482 AQ-ACTROS 1836-MEDLOG,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 711 AQ-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 816 AS-MERCEDES 3344-PSL,00:46:58
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 877 AQ-MERCEDES 1941-PSL,00:50:13
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 879 AQ -MERCEDES 1844-PSL,03:53:53
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 910 AR-ACTROS 1846-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 913 AR-ACTROS 1941-PSL,07:25:30
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 909 AR-ACTROS 1941-PSL,00:00:00
PSL,2023-07-19,checkpoint 2,EDEA,100003_USINE DE NOMAYOS,LTTR 940 AQ-MERCEDES ACTROS-PSL,01:05:37
