groupe_vehicule,checkpoint,date,lieu_depart,lieu_arrive,nom_vehicule,duree
PSL,2023-07-21,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 879 AQ -MERCEDES 1844-PSL,00:00:00
PSL,2023-07-21,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 909 AR-ACTROS 1941-PSL,15:48:31
PSL,2023-07-21,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 910 AR-ACTROS 1846-PSL,05:15:38
PSL,2023-07-21,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 915 AR-MERCEDES 1942-CIMENCAM(PSL),00:00:00
PSL,2023-07-21,trajet total,KRIBI,100003_USINE DE NOMAYOS,LTTR 942 AQ-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 055 AR-MERCEDES 1941-PSL,00:07:48
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL),00:17:58
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 056 AS MERCEDES (PSL),00:05:48
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 057 AR - MERCEDES ACTROS- PSL,00:11:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 058 AR-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 300 AO-ACTROS 1841-MEDLOG,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 301 AO-MERCEDES 1841-CIMENCAM(PSL),00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 313 AS - SOMAFILS,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 447 AQ-MERCEDES 1841-MEDLOG,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 480 AQ-MERCEDES 1941-CIMENCAM(PSL),00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 682 AP-MERCEDES 1844-CIMENCAM (PSL),00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 685 AP-ACTROS 1844-CIMENCAM(PSL),00:06:56
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 702 AQ-ACTROS 1941-PSL,00:26:55
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 703 AQ-MERCEDES 1941-PSL,00:03:39
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 704 AQ-MERCEDES 1941-PSL,00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 705 AQ-MERCEDES 1941-PSL,00:02:58
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 816 AS-MERCEDES 3344-PSL,00:11:27
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 877 AQ-MERCEDES 1941-PSL,00:09:06
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 879 AQ -MERCEDES 1844-PSL,00:52:24
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 909 AR-ACTROS 1941-PSL,00:10:14
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 910 AR-ACTROS 1846-PSL,00:21:02
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 915 AR-MERCEDES 1942-CIMENCAM(PSL),00:00:00
PSL,2023-07-21,checkpoint 1,KRIBI,EDEA,LTTR 942 AQ-MERCEDES 1941-PSL,00:12:31
